model,scenario,region,variable,unit,year,value
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2020,11.200010192
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2025,11.265635248
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2030,11.462510416
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2035,57.03123955200001
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2040,81.09730092800001
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2045,111.335956144
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2050,149.37676992
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2055,172.850262368
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2060,196.323754816
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2070,243.2707396
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2080,290.2177244960001
REMIND-MAgPIE 3.3-4.8,Delayed transition,Latin America (R5),Price|Carbon,US$2010/t CO2,2090,337.16470928
